#,SKU Code,SKU Name (original),Folder Name,Brand,Manufacturer,Pack,MRP,Image Count
117,0625b75b-ca0a-4b5d-9434-5ee524f4559e,"Good Luck Musk – Warm & Earthy Premium Incense Sticks, 100 Gm","Good Luck Musk – Warm & Earthy Premium Incense Sticks, 100 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,100 Gram,70,0
118,7109780b-8746-48b9-bea7-4131165fa38c,"GoodLuck Rose  Cone 100g, 100 Gm","GoodLuck Rose Cone 100g, 100 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,100 Gram,80,0
119,7ed4d808-4b4e-4f0a-b659-17ab29aaac35,"GoodLuck Rose  Dhoop 100g, 100 Gm","GoodLuck Rose Dhoop 100g, 100 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,100 Gram,80,0
120,c374aeb6-03de-4822-80a5-c2d6338b3d1b,"GoodLuck Rose  Agarbathi 220g, 220 Gm","GoodLuck Rose Agarbathi 220g, 220 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,220 Gram,125,0
121,6ec15eca-0976-4866-9fc2-09662ab54531,"GoodLuck Rose  Agarbathi 100g, 100 Gm","GoodLuck Rose Agarbathi 100g, 100 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,100 Gram,70,0
122,e0464514-5f40-4511-8622-d4afef550fbd,"Good Luck Sandal Agarbathi 220g, 220 Gm","Good Luck Sandal Agarbathi 220g, 220 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,220 Gram,125,0
123,72e64f47-36ae-4046-97b5-1868da03c6df,"Good Luck Shivuli Agarbathi 100g, 100 Gm","Good Luck Shivuli Agarbathi 100g, 100 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,100 Gram,70,0
124,9baf08a1-c618-4ec0-88e8-0fb322d1e8d5,"Good Luck Lavender Agarbathi 220g, 220 Gm","Good Luck Lavender Agarbathi 220g, 220 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,220 Gram,125,0
125,5a2ccb29-934c-4ba9-a458-0fa2b201a2f1,"Good Luck Pineapple Agarbathi 220g, 220 Gm","Good Luck Pineapple Agarbathi 220g, 220 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,220 Gram,125,0
126,0de5f394-8e5a-4274-9623-93c66001eff9,"Good Luck Pineapple Agarbathi 100g, 100 Gm","Good Luck Pineapple Agarbathi 100g, 100 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,100 Gram,70,0
127,65f51764-ef42-42ff-a7aa-d5a66962dbf9,"Good Luck Sandal Agarbathi 100g, 100 Gm","Good Luck Sandal Agarbathi 100g, 100 Gm",Good Luck,N. Ranga Rao & Sons Private Limited,100 Gram,70,0
128,9d547637-7e13-4db6-89a6-6a7387144972,"Lia Chandanam Agarbathi, 100 Gm","Lia Chandanam Agarbathi, 100 Gm",Lia,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
129,d00f40ba-f1e7-404b-97b9-8c200c64b5e6,"Lia Darling Flower Agarbathi, 100 Gm","Lia Darling Flower Agarbathi, 100 Gm",Lia,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
130,89829dfa-4827-401b-b8af-b4a51b6e9f21,"Lia Jas Agarbathi, 100 Gm","Lia Jas Agarbathi, 100 Gm",Lia,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
131,3fea31d7-67ed-4fbf-bf8c-200924b736da,"Lia Lavenderz Agarbathi, 100 Gm","Lia Lavenderz Agarbathi, 100 Gm",Lia,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
132,b478dd55-a3b1-4d31-9fad-58bdce4427f9,"Lia Prime Rose Agarbathi, 100 Gm","Lia Prime Rose Agarbathi, 100 Gm",Lia,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
133,ee4f1d51-6762-4a07-a2b2-d80279cfa34a,"Lia Rain Forest Agarbathi, 100 Gm","Lia Rain Forest Agarbathi, 100 Gm",Lia,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
134,abb2c1c3-4fb5-45d3-8aab-419cabcdb360,"Lia Rainbow Agarbathi, 100 Gm","Lia Rainbow Agarbathi, 100 Gm",Lia,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
135,13a03d8b-aafa-424c-9f2d-9fb0c7fee0c0,"Lia Sacred Grove Agarbathi, 100 Gm","Lia Sacred Grove Agarbathi, 100 Gm",Lia,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
136,8f6e3e50-36ff-4d57-9009-0034e289e622,"Medini Premium Judwa Cup Sambrani , 35 Pcs","Medini Premium Judwa Cup Sambrani , 35 Pcs",Medini,N. Ranga Rao & Sons Private Limited,35 Nons,200,0
137,7dd72127-2e49-43cf-a25b-973d67473bb7,"Naivedya Cup Sambrani, 72 Pcs","Naivedya Cup Sambrani, 72 Pcs",Naivedya,N. Ranga Rao & Sons Private Limited,72 Nons,378,0
138,b230ab47-691c-4a7f-ba8d-f7e7935d227f,"Naivedya Jambo Cup Sambrani, 3 Pcs","Naivedya Jambo Cup Sambrani, 3 Pcs",Naivedya,N. Ranga Rao & Sons Private Limited,3 Nons,110,0
139,38ea51e4-e791-48dc-aa38-c11a2e77a352,"Naivedya Cup Sambrani, 8 Pcs","Naivedya Cup Sambrani, 8 Pcs",Naivedya,N. Ranga Rao & Sons Private Limited,8 Nons,32,0
140,0bc35dc2-c3ff-42f2-8ea1-9c120415cb90,"Naivedya Cup Sambrani, 12 Pcs","Naivedya Cup Sambrani, 12 Pcs",Naivedya,N. Ranga Rao & Sons Private Limited,12 Nons,72,0
141,b3561b33-7f4f-41db-97f2-053a87d11b78,"Naivedya Cup Sambrani, 12 Pcs","Naivedya Cup Sambrani, 12 Pcs (b3561b33)",Naivedya,N. Ranga Rao & Sons Private Limited,12 Nons,72,0
142,a13ec81e-0166-43fd-b0d3-54bf03e5e8dd,"Om Shanthi Navin Shining Powder 200g, 200 Gm","Om Shanthi Navin Shining Powder 200g, 200 Gm",Om Shanthi,N. Ranga Rao & Sons Private Limited,200 Gram,54,0
143,44c55333-5e47-4e54-8fc5-1a49529b4e46,"Om Shanthi Navin Shining Powder 50g, 50 Gm","Om Shanthi Navin Shining Powder 50g, 50 Gm",Om Shanthi,N. Ranga Rao & Sons Private Limited,50 Gram,24,0
144,99745404-2508-48e2-816c-bb3e91f5e6ff,"Om Shanthi Pure Puja Til Oil 900ml, 900 Ml","Om Shanthi Pure Puja Til Oil 900ml, 900 Ml",Om Shanthi,N. Ranga Rao & Sons Private Limited,900 Milliliter,260,0
145,4f0bfe29-db86-4ce6-b356-e7bd09f571d6,"Om Shanthi Jasmine Pure Puja Oil 1ltr, 1 L","Om Shanthi Jasmine Pure Puja Oil 1ltr, 1 L",Om Shanthi,N. Ranga Rao & Sons Private Limited,1 Liter,260,0
146,4ccc8d4c-cfa1-4049-9f5f-779aa65f4bce,"Parijatha Puja Oil - Sampoorna Dhyan ltr, 1 L","Parijatha Puja Oil - Sampoorna Dhyan ltr, 1 L",Om Shanthi,N. Ranga Rao & Sons Private Limited,1 Liter,260,0
147,b9a6fa95-1127-407f-b449-5506b3f3ccb6,"Om Shanthi Jasmine Pure Puja Oil 500ml, 500 Ml","Om Shanthi Jasmine Pure Puja Oil 500ml, 500 Ml",Om Shanthi,N. Ranga Rao & Sons Private Limited,500 Milliliter,130,0
148,c7ddff99-20c6-4cd4-b99c-a0a8f6d3cd5a,"Parijatha Puja Oil - Sampoorna Dhyan 500ml, 500 Ml","Parijatha Puja Oil - Sampoorna Dhyan 500ml, 500 Ml",Om Shanthi,N. Ranga Rao & Sons Private Limited,500 Milliliter,130,0
149,6b64fc09-f255-4bbc-9dd8-5b661044f1ba,"Om Shanthi Pure Puja Til Oil 500ml, 500 Ml","Om Shanthi Pure Puja Til Oil 500ml, 500 Ml",Om Shanthi,N. Ranga Rao & Sons Private Limited,500 Milliliter,130,0
150,1b4c3625-cb7a-4109-9c52-7997f07efbc0,"Om Shanthi Pure Dhuno 75g, 75 Gm","Om Shanthi Pure Dhuno 75g, 75 Gm",Om Shanthi,N. Ranga Rao & Sons Private Limited,75 Gram,50,0
151,3e3a10d9-0d7f-472d-8771-aba764ea5b61,"Rhythm Amber Agarbathi, 45 Gm","Rhythm Amber Agarbathi, 45 Gm",Rhythm,N. Ranga Rao & Sons Private Limited,45 Gram,55,0
152,15d2da6a-2437-4d18-8772-02139daf081a,"Rhythm Sandal Agarbathi, 97 Gm","Rhythm Sandal Agarbathi, 97 Gm",Rhythm,N. Ranga Rao & Sons Private Limited,97 Gram,55,0
153,e7dea92d-b270-487e-b363-e1503e13526a,"Rhythm Saroja Agarbathi, 97 Gm","Rhythm Saroja Agarbathi, 97 Gm",Rhythm,N. Ranga Rao & Sons Private Limited,97 Gram,55,0
154,b1812b54-1b80-412c-aa7c-d2c3d90972ae,"Rhythm Amber  Agarbathi, 54 Gm","Rhythm Amber Agarbathi, 54 Gm",Rhythm,N. Ranga Rao & Sons Private Limited,54 Gram,25,0
155,cc161247-0877-4c9f-89b4-0043a5ee51d7,"Rhythm Sandal Agarbathi, 54 Gm","Rhythm Sandal Agarbathi, 54 Gm",Rhythm,N. Ranga Rao & Sons Private Limited,54 Gram,25,0
156,330b0c91-dfb8-4602-9007-f81fe65333fe,"Sandalum Cones , 8 Pcs","Sandalum Cones , 8 Pcs",Cycle,N. Ranga Rao & Sons Private Limited,8 Nons,10,0
157,03d0d587-90d0-4acd-815f-904c3b0f431f,"Sugandha Mallika Agarbathi, 12 Gm","Sugandha Mallika Agarbathi, 12 Gm",Cycle,N. Ranga Rao & Sons Private Limited,12 Gram,10,0
158,2214e2ce-edf0-490e-afdc-abcac67da520,"Sugandha Mallika Agarbathi, 250 Gm","Sugandha Mallika Agarbathi, 250 Gm",Cycle,N. Ranga Rao & Sons Private Limited,250 Gram,120,0
159,2731bf85-a61c-49a0-a5ef-f6ade5541ef1,"Sugandha Mallika Agarbathi, 95 Gm","Sugandha Mallika Agarbathi, 95 Gm",Cycle,N. Ranga Rao & Sons Private Limited,95 Gram,55,0
160,9d47e829-9298-4869-ae6e-3ccc667abd37,"Sugandha Mallika Agarbathi, 26 Gm","Sugandha Mallika Agarbathi, 26 Gm",Cycle,N. Ranga Rao & Sons Private Limited,26 Gram,20,0
161,2aa36c3f-a9a4-44cb-b4ab-203281da6b3a,"Three in One Agarbatti 50g, 50 Gm","Three in One Agarbatti 50g, 50 Gm",Cycle,N. Ranga Rao & Sons Private Limited,50 Gram,30,0
162,27b9b25b-945e-415f-8d40-a4eb6a174b00,"Three in One Agarbathi, 9 Pcs","Three in One Agarbathi, 9 Pcs",Cycle,N. Ranga Rao & Sons Private Limited,9 Nons,10,0
163,5ecbe6e1-d7a0-4276-be0a-bf891b1c05c6,"Three in One Agarbathi, 202 Gm","Three in One Agarbathi, 202 Gm",Cycle,N. Ranga Rao & Sons Private Limited,202 Gram,110,0
164,3a334859-0969-492d-b38a-a30f4cef81a2,"Three in One Agarbathi, 27 Gm","Three in One Agarbathi, 27 Gm",Cycle,N. Ranga Rao & Sons Private Limited,27 Gram,25,0
165,8673a176-1770-49f9-83b5-c200cb6e145b,"Three in One Agarbathi, 5 Gm","Three in One Agarbathi, 5 Gm",Cycle,N. Ranga Rao & Sons Private Limited,5 Gram,5,0
166,e58b5aa7-25a7-4b78-9019-07c04a08cf3a,"Three in One Agarbathi, 88 Pcs","Three in One Agarbathi, 88 Pcs",Cycle,N. Ranga Rao & Sons Private Limited,88 Nons,55,0
167,a94b6dec-7d12-4b8c-841b-81f3fc75e4e4,"Om Shanthi Turmeric Powder, 20 Gm","Om Shanthi Turmeric Powder, 20 Gm",Cycle,N. Ranga Rao & Sons Private Limited,20 Gram,10,0
168,2153c37e-b377-44f3-84ad-101658463c47,"Vasu Loban Sambrani , 10 Pcs","Vasu Loban Sambrani , 10 Pcs",Cycle,N. Ranga Rao & Sons Private Limited,10 Nons,15,0
169,9d9dbc38-2bfe-43c4-84c6-bf1b40d1e96f,"Om Shanthi Pure Vibhuti 40g, 40 Gm","Om Shanthi Pure Vibhuti 40g, 40 Gm",Cycle,N. Ranga Rao & Sons Private Limited,40 Gram,10,0
170,4bbde07f-03f8-4ade-b731-2ee8bfc2fec4,"Woods Premium Natural Agarbathi, 40 Gm","Woods Premium Natural Agarbathi, 40 Gm",Cycle,N. Ranga Rao & Sons Private Limited,40 Gram,150,0
171,6f3ab7a1-a730-4fcf-8317-6bd4be7a699d,"Woods Premium Natural Agarbathi, 14 Gm","Woods Premium Natural Agarbathi, 14 Gm",Cycle,N. Ranga Rao & Sons Private Limited,14 Gram,75,0
172,27d777c1-3ddb-4de5-ba4b-2d10bf20e3a1,"Om Shanthi Pure Kumkum, 25 Gm","Om Shanthi Pure Kumkum, 25 Gm",Om Shanthi,N. Ranga Rao & Sons Private Limited,25 Gram,10,0
173,e2167df5-60d4-4e69-bd03-72598abdf9d4,"Om Shanthi Pure Kumkum, 40 Gm","Om Shanthi Pure Kumkum, 40 Gm",Om Shanthi,N. Ranga Rao & Sons Private Limited,40 Gram,15,0
174,8e65b8ba-a814-4e7e-b630-4af6f35c164e,"Om Shanthi Pure Kumkum (Red), 35 Gm","Om Shanthi Pure Kumkum (Red), 35 Gm",Om Shanthi,N. Ranga Rao & Sons Private Limited,35 Gram,15,0
175,f37cfd1c-e602-4fe1-8bd6-e7bd6592c3c4,"Lia Car Gel Seashore, 45 Gm","Lia Car Gel Seashore, 45 Gm",Lia,N. Ranga Rao & Sons Private Limited,45 Gram,399,0
176,2b69aa28-5c76-4d50-b3d3-afd039135688,"Cycle Dhoop Guggal, 100 Gm","Cycle Dhoop Guggal, 100 Gm",cycle,N. Ranga Rao & Sons Private Limited,100 Gram,80,0
177,5ff3af64-7921-4a50-9a2e-42ae621906b9,"Cycle dhoop Rose, 100 Gm","Cycle dhoop Rose, 100 Gm",cycle,N. Ranga Rao & Sons Private Limited,100 Gram,80,0
178,8be93160-15e6-479b-ae43-6561d609a9c4,"Flute Assorted Agarbathi, 10 Gm","Flute Assorted Agarbathi, 10 Gm",Flute,N. Ranga Rao & Sons Private Limited,10 Gram,10,0
179,5418c38c-c035-4a01-b150-7f9022ecbc95,"Ajay 101 - Hard Thoothbrush , 50 Pcs","Ajay 101 - Hard Thoothbrush , 50 Pcs (5418c38c)",Flute,N. Ranga Rao & Sons Private Limited,14 Gram,25,0
180,cb4aa20b-b071-4679-906f-67033e426657,"Ajay 101 - Medium Hard Thoothbrush , 50 Pcs","Ajay 101 - Medium Hard Thoothbrush , 50 Pcs (cb4aa20b)",cycle,N. Ranga Rao & Sons Private Limited,500 Milliliter,120,0
181,76858801-7376-4d47-a4fc-892a25b000df,"Ajay 101 - Medium Quest Thoothbrush, 12 Pcs","Ajay 101 - Medium Quest Thoothbrush, 12 Pcs (76858801)",Good Luck,N. Ranga Rao & Sons Private Limited,100 Gram,80,0
182,8264835e-f318-499e-bae3-9fc47d3fca97,"Ajay 101 - Soft Thoothbrush, 50 Pcs","Ajay 101 - Soft Thoothbrush, 50 Pcs (8264835e)",Lia,N. Ranga Rao & Sons Private Limited,10 Gram,10,0
183,a2406b4b-d212-4f10-a6a5-3c57467617d7,"Ajay 101 - Soft Quest Thoothbrush, 12 Pcs","Ajay 101 - Soft Quest Thoothbrush, 12 Pcs (a2406b4b)",Lia,N. Ranga Rao & Sons Private Limited,15 Gram,20,0
184,452f259b-f7d4-4521-bcfb-33852ef6eca7,"Ajay 103 - Junior Complete Thoothbrush, 12 Pcs","Ajay 103 - Junior Complete Thoothbrush, 12 Pcs (452f259b)",Lia,N. Ranga Rao & Sons Private Limited,15 Gram,20,0
185,ac8460a6-b68d-4095-9f70-85464b6bf5a5,"Ajay 104 - Comfort Thoothbrush, 12 Pcs","Ajay 104 - Comfort Thoothbrush, 12 Pcs (ac8460a6)",Lia,N. Ranga Rao & Sons Private Limited,23 Gram,30,0
186,8c13f7c2-9f9b-43ff-9060-9093aabde603,"Ajay 107 - Complete Thoothbrush, 12 Pcs","Ajay 107 - Complete Thoothbrush, 12 Pcs (8c13f7c2)",cycle,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
187,e6da2c38-120d-488a-ac50-25d04a1135bb,"Ajay 108 - Thoothbrush, 12 Pcs","Ajay 108 - Thoothbrush, 12 Pcs (e6da2c38)",cycle,N. Ranga Rao & Sons Private Limited,100 Gram,60,0
188,bdd08120-e3d3-4118-a32c-635268727ecb,"Ajay 109 - Sensitive Plus Thoothbrush, 32 Pcs","Ajay 109 - Sensitive Plus Thoothbrush, 32 Pcs (bdd08120)",cycle,N. Ranga Rao & Sons Private Limited,100 Gram,110,0
189,d71c906f-8519-4d41-ad5e-a00f2ae695f7,"Ajay 109 - Sensitive Plus Thoothbrush, 7 Pcs","Ajay 109 - Sensitive Plus Thoothbrush, 7 Pcs (d71c906f)",cycle,N. Ranga Rao & Sons Private Limited,5 Gram,10,0
190,12880d41-ce47-417a-809c-800c90c166e7,"Ajay 110 - Prime Thoothbrush, 9 Pcs","Ajay 110 - Prime Thoothbrush, 9 Pcs (12880d41)",cycle,N. Ranga Rao & Sons Private Limited,10 Gram,10,0
191,aad05b03-e818-487a-b87d-3dafa52e429a,"Ajay 121 - Compact Thoothbrush, 12 Pcs","Ajay 121 - Compact Thoothbrush, 12 Pcs (aad05b03)",cycle,N. Ranga Rao & Sons Private Limited,15 Gram,20,0
192,46225661-4839-4981-ae9a-7b9c34568c16,"Ajay Shaving Brush, Pack of 1","Ajay Shaving Brush, Pack of 1 (46225661)",cycle,N. Ranga Rao & Sons Private Limited,100 Gram,55,0
193,a704e388-afd7-4f50-98bf-032083dc1c8a,"Ajay 101 - Medium Quest Thoothbrush 3+1 Offer, Pack of 1","Ajay 101 - Medium Quest Thoothbrush 3+1 Offer, Pack of 1 (a704e388)",cycle,N. Ranga Rao & Sons Private Limited,10 Gram,10,0
194,fdf91bf7-3bfb-4d92-9be4-fd15af19be44,"Ajay 101 - Soft Quest Thoothbrush 3+1 Offer, Pack of 1","Ajay 101 - Soft Quest Thoothbrush 3+1 Offer, Pack of 1 (fdf91bf7)",Cycle,N. Ranga Rao & Sons Private Limited,48 Gram,75,0
195,25b01bbb-51cc-401c-baed-f0d6331bcb46,"Ajay 109 - Thoothbrush, Pack of 1","Ajay 109 - Thoothbrush, Pack of 1 (25b01bbb)",Cycle,N. Ranga Rao & Sons Private Limited,32 Gram,50,0
196,6620a487-6a3a-4494-a5b7-e807e2cb3429,"Priya Amla Pickle, 300 Gm","Priya Amla Pickle, 300 Gm (6620a487)",Cycle,N. Ranga Rao & Sons Private Limited,50 Gram,72,0
197,eb1e59fc-25aa-490b-824f-b4ff1d07455d,"Priya Biryani Masala Paste, 90 Gm","Priya Biryani Masala Paste, 90 Gm (eb1e59fc)",Om Shanthi,c,45 Gram,199,0
